Alerts	Trigger
https://site.geoedge.com/analyticsv2/ad/28473456297/069918867a4aa8d91603ed3487f96dac/alert:5.6091542558289E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473449799/f440d3296ca5e34e61341d3ab6183726/alert:5.6091526118588E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473433347/6e7d1b6bb94b631b784d3dc2fac66046/alert:5.6091484853587E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473429467/0624c8d094a9f68e13dd659dccef320d/alert:5.6091474112238E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473426767/6fb59baf0536127e68f2619fc2ba57f8/alert:5.6091467662955E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473420446/c16a235e3332daebb17baf0b0dcad581/alert:5.6091450632322E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473418635/ffb9c0c80e776beeb8270f2edcd05b41/alert:5.6091446583527E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473404515/0bedacf7f28fa4c6dc0574ee7d78350e/alert:5.6091409747341E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473403462/cc3948d34b9e60ad0e7c971822f7e5f4/alert:5.6091407140523E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473403207/42124899d80fd76dcb460e8889396f00/alert:5.6091406390465E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473391144/12b8e150532e457fa8d472b5b8e45a23/alert:5.6091373891226E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473380537/3af5d1452fe7d0bf2ac73a2cfdc17cf8/alert:5.6091345063202E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473371863/72bbafffcd88856b46c3468fae12311b/alert:5.6091314516429E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473356570/df00153829ed0c1a1a6800a2fa6389d5/alert:5.6091249552727E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473348069/2114d6c20cfb84f7633d6471a91aafff/alert:5.6091201451283E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473348162/c5b1692ac8a5130cf21fbb5d05345be7/alert:5.6091201369686E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473344731/897f794f4210ad491b087e6534b8cb6f/alert:5.6091183278381E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473338875/972d4b3b84bb8bc664993d9d3eb0bdc2/alert:5.6091158527853E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473335547/09d3cbe3e56c397b8b00f6b8f3e26999/alert:5.6091147176938E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473334672/99d8018334e887b811d351ca753c0602/alert:5.6091143075705E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473315711/f355c070de4cc4b361e68746e95a8136/alert:5.6091074214847E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473311342/01da09f4ba501589a3f46a6eb3157bda/alert:5.6091062447588E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473311749/222609349f7bafb5f3a98e3cc576a398/alert:5.6091063610969E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473304736/6e4c220b2d8695e2f804e208735b1b10/alert:5.609104517163E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473303981/a6c820c4c3df77e98b20c8bf12718f4c/alert:5.6091043638759E%2B20	
https://site.geoedge.com/analyticsv2/ad/28473289223/df4c140b9635abc3c9d1ceb0fe0e5069/alert:5.609100177031E%2B20	Back Button Hijack 
https://site.geoedge.com/analyticsv2/ad/28473288277/60db0c388cc2e80b678d1a9a8059ba37/alert:5.6090999479637E%2B20	Deceptive Site
https://site.geoedge.com/analyticsv2/ad/28473286092/3ae7eeb20bdff16da6dae41761a8aa23/alert:5.6090994201506E%2B20	Back Button Hijack 
https://site.geoedge.com/analyticsv2/ad/28473281593/eed0375aa9b4d2a00fed48ac8bcb3926/alert:5.6090983280076E%2B20	Back Button Hijack 
https://site.geoedge.com/analyticsv2/ad/28473280445/e373f06333f313ef519960b7402c59a2/alert:5.6090980770854E%2B20	Deceptive Site
https://site.geoedge.com/analyticsv2/ad/28473274656/5de5a4c8b0d6fc6aa5789ba4a392025a/alert:5.6090965867439E%2B20	Back Button Hijack 
https://site.geoedge.com/analyticsv2/ad/28473273976/3bab8d8b0f8b203fccb39e3735d2920a/alert:5.6090964351338E%2B20	Deceptive Site
https://site.geoedge.com/analyticsv2/ad/28473273162/7d8b8ffb063d9db78fcf5622b78a3506/alert:5.6090962420355E%2B20	Deceptive Site
https://site.geoedge.com/analyticsv2/ad/28473267332/c4bdec62372c2f54896ebb9c98127691/alert:5.609094878296E%2B20	Deceptive Site
